"Riffell Lab",7/19/2018
"Timezone",-7

"Serial No.","6700000048751741"
"Location:",""
"High temperature limit (°C)",30.1
"Low temperature limit (°C)",0.02
"High humidity limit (°C)",80
"Low humidity limit (°C)",40.1
43294.66737,30.2841,22.79
43294.66946,29.8471,23.30
43294.67154,29.5974,22.80
43294.67362,29.2852,24.01
43294.67571,29.1603,23.83
43294.67779,28.8481,24.26
43294.67987,28.7857,23.87
43294.68196,28.2861,24.37
43294.68404,27.9738,24.72
43294.68612,28.0362,25.37
43294.68821,28.0362,25.12
43294.69029,28.0987,24.70
43294.69237,28.1612,24.83
43294.69446,28.8481,25.16
43294.69654,29.3476,24.74
43294.69862,29.5349,23.27
43294.70071,29.7847,23.25
43294.70279,29.9720,23.01
43294.70487,30.5962,24.11
43294.70696,31.5947,22.71
43294.70904,31.0955,22.19
43294.71112,30.6586,22.36
43294.71321,31.0955,22.36
43294.71529,30.7834,21.98
43294.71737,30.3465,21.63
43294.71946,30.9083,22.43
43294.72154,30.9707,22.13
43294.72362,31.7819,23.59
43294.72571,32.5307,21.17
43294.72779,32.0315,21.21
43294.72987,32.2811,21.84
43294.73196,32.4059,22.80
43294.73404,31.8443,22.31
43294.73612,31.0955,22.83
43294.73821,30.3465,24.30
43294.74029,29.7847,25.69
43294.74237,29.3476,26.57
43294.74446,28.9730,27.30
43294.74654,28.6608,28.49
43294.74862,28.4110,28.00
43294.75071,28.1612,29.19
43294.75279,27.9738,30.01
43294.75487,27.8489,30.54
43294.75696,27.7239,31.40
43294.75904,27.5365,31.55
43294.76112,27.4741,32.08
43294.76321,27.3491,33.18
43294.76529,27.2867,33.22
43294.76737,27.1617,33.83
43294.76946,27.0993,34.44
43294.77154,27.0368,34.80
43294.77362,26.9743,35.53
43294.77571,26.9118,35.89
43294.77779,26.8494,35.76
43294.77987,26.7869,36.25
43294.78196,26.7244,36.73
43294.78404,26.7244,37.06
43294.78612,26.6619,37.13
43294.78821,26.6619,37.58
43294.79029,26.5994,38.26
43294.79237,26.5370,37.85
43294.79446,26.5370,38.26
43294.79654,26.4745,38.86
43294.79862,26.4745,38.70
43294.80071,26.4120,39.34
43294.80279,26.4120,39.66
43294.80487,26.7869,39.46
43294.80696,26.8494,40.11
43294.80904,26.8494,39.34
43294.81112,26.7869,39.17
43294.81321,26.7244,39.41
43294.81529,26.5994,39.48
43294.81737,26.5370,39.75
43294.81946,26.4745,39.30
43294.82154,26.4120,39.50
43294.82362,26.3495,39.97
43294.82571,26.2870,39.73
43294.82779,26.2870,39.60
43294.82987,26.2245,39.68
43294.83196,26.1621,39.87
43294.83404,26.1621,39.63
43294.83612,26.0996,40.31
43294.83821,26.0996,40.47
43294.84029,26.0371,40.06
43294.84237,26.0371,40.06
43294.84446,26.0371,40.99
43294.84654,25.9746,40.94
43294.84862,25.9746,40.14
43294.85071,25.9746,40.74
43294.85279,25.9121,40.57
43294.85487,25.9121,40.89
43294.85696,25.9121,40.69
43294.85904,25.8496,40.77
43294.86112,25.8496,41.01
43294.86321,25.8496,42.49
43294.86529,25.8496,42.45
43294.86737,25.7871,41.24
43294.86946,25.7871,41.08
43294.87154,25.7871,42.44
43294.87362,25.7871,41.76
43294.87571,25.7246,40.99
43294.87779,25.7246,41.35
43294.87987,25.7246,41.39
43294.88196,25.7246,41.47
43294.88404,25.6621,41.11
43294.88612,25.6621,41.67
43294.88821,25.6621,41.71
43294.89029,25.6621,41.31
43294.89237,25.5996,41.62
43294.89446,25.5996,41.94
43294.89654,25.5996,41.90
43294.89862,25.5996,41.94
43294.90071,25.5996,41.86
43294.90279,25.5371,41.78
43294.90487,25.5371,41.42
43294.90696,25.5371,42.17
43294.90904,25.5371,41.85
43294.91112,25.4746,41.77
43294.91321,25.4746,41.65
43294.91529,25.4746,41.89
43294.91737,25.4746,41.85
43294.91946,25.4746,41.73
43294.92154,25.4121,42.00
43294.92362,25.4121,42.20
43294.92571,25.4121,42.04
43294.92779,25.4121,41.96
43294.92987,25.3496,42.27
43294.93196,25.3496,42.31
43294.93404,25.3496,41.80
43294.93612,25.3496,42.00
43294.93821,25.3496,42.20
43294.94029,25.3496,42.55
43294.94237,25.2871,41.87
43294.94446,25.2871,42.31
43294.94654,25.2871,42.43
43294.94862,25.2871,41.59
43294.95071,25.2246,41.90
43294.95279,25.2246,42.54
43294.95487,25.2246,42.78
43294.95696,25.1621,42.50
43294.95904,25.1621,41.74
43294.96112,25.1621,42.61
43294.96321,25.0996,42.41
43294.96529,25.0996,42.37
43294.96737,25.0996,42.77
43294.96946,25.0371,42.68
43294.97154,25.0371,42.40
43294.97362,25.0371,42.60
43294.97571,25.0371,41.88
43294.97779,25.0371,42.36
43294.97987,24.9746,42.12
43294.98196,24.9746,42.48
43294.98404,24.9746,42.56
43294.98612,24.9746,41.96
43294.98821,24.9121,41.75
43294.99029,24.9121,41.91
43294.99237,24.9121,42.27
43294.99446,24.9121,42.27
43294.99654,24.9121,42.43
43294.99862,24.9121,42.71
43295.00071,24.8496,42.62
43295.00279,24.8496,42.78
43295.00487,24.8496,42.34
43295.00696,24.8496,43.06
43295.00904,24.8496,41.43
43295.01112,24.8496,42.03
43295.01321,24.8496,42.58
43295.01529,24.8496,42.70
43295.01737,24.8496,43.18
43295.01946,24.7871,42.18
43295.02154,24.7871,43.01
43295.02362,24.7871,42.38
43295.02571,24.7871,42.34
43295.02779,24.7871,42.74
43295.02987,24.7871,41.98
43295.03196,24.7871,41.94
43295.03404,24.7871,42.94
43295.03612,24.7871,42.66
43295.03821,24.7871,43.13
43295.04029,24.7871,43.25
43295.04237,24.7871,41.74
43295.04446,24.7246,42.89
43295.04654,24.7246,42.17
43295.04862,24.7246,42.53
43295.05071,24.7246,41.81
43295.05279,24.6621,43.08
43295.05487,24.6621,42.60
43295.05696,24.6621,43.12
43295.05904,24.6621,42.25
43295.06112,25.0996,45.54
43295.06321,26.6619,44.47
43295.06529,25.9121,44.32
43295.06737,25.5371,43.33
43295.06946,25.4121,43.20
43295.07154,25.3496,43.79
43295.07362,25.3496,43.55
43295.07571,25.3496,43.15
43295.07779,25.3496,43.15
43295.07987,25.3496,43.23
43295.08196,25.3496,43.51
43295.08404,25.3496,43.15
43295.08612,25.2871,43.46
43295.08821,25.2871,42.83
43295.09029,25.2246,43.22
43295.09237,25.2246,43.42
43295.09446,25.1621,43.69
43295.09654,25.0996,43.09
43295.09862,25.0996,43.76
43295.10071,25.0371,42.96
43295.10279,25.0371,43.48
43295.10487,24.9746,43.59
43295.10696,24.9746,43.83
43295.10904,24.9121,43.86
43295.11112,24.9121,43.50
43295.11321,24.8496,43.85
43295.11529,24.8496,43.50
43295.11737,24.7871,43.13
43295.11946,24.7871,43.97
43295.12154,24.7246,43.33
43295.12362,24.7246,43.17
43295.12571,24.6621,43.28
43295.12779,24.6621,43.95
43295.12987,24.6621,43.52
43295.13196,24.5995,43.27
43295.13404,24.5995,43.63
43295.13612,24.5995,43.91
43295.13821,24.5995,43.35
43295.14029,24.5995,43.35
43295.14237,24.6621,43.76
43295.14446,25.0371,44.31
43295.14654,24.6621,44.31
43295.14862,24.4745,44.53
43295.15071,24.3495,45.19
43295.15279,24.2870,44.79
43295.15487,24.1619,45.72
43295.15696,24.0994,45.40
43295.15904,24.0369,45.43
43295.16112,23.9744,45.82
43295.16321,23.9119,45.34
43295.16529,23.9119,45.81
43295.16737,23.8493,46.00
43295.16946,23.8493,45.02
43295.17154,23.8493,46.91
43295.17362,23.8493,45.89
43295.17571,23.8493,46.16
43295.17779,23.7868,46.90
43295.17987,23.7868,46.35
43295.18196,23.7868,45.33
43295.18404,23.7868,46.43
43295.18612,23.7868,46.08
43295.18821,23.7868,47.21
43295.19029,23.7868,46.04
43295.19237,23.7868,46.67
43295.19446,23.8493,47.30
43295.19654,23.8493,46.44
43295.19862,23.8493,46.83
43295.20071,23.9119,46.91
43295.20279,23.9119,46.72
43295.20487,23.9119,47.19
43295.20696,23.9119,46.87
43295.20904,23.9119,46.36
43295.21112,23.8493,47.34
43295.21321,23.8493,45.73
43295.21529,23.7868,46.27
43295.21737,23.7868,45.45
43295.21946,23.7243,46.50
43295.22154,23.6618,46.50
43295.22362,23.5992,45.86
43295.22571,23.5367,46.56
43295.22779,23.5367,45.97
43295.22987,23.4742,46.28
43295.23196,23.4116,46.51
43295.23404,23.4116,46.08
43295.23612,23.3491,46.43
43295.23821,23.2866,46.54
43295.24029,23.2866,46.66
43295.24237,23.2240,46.77
43295.24446,23.1615,46.61
43295.24654,23.1615,46.68
43295.24862,23.0990,46.84
43295.25071,23.0990,46.87
43295.25279,23.0364,46.87
43295.25487,23.0364,47.10
43295.25696,23.0364,46.95
43295.25904,22.9739,46.86
43295.26112,22.9739,47.14
43295.26321,22.9114,46.90
43295.26529,22.9114,47.21
43295.26737,22.9114,47.33
43295.26946,22.8488,47.40
43295.27154,22.8488,46.62
43295.27362,22.8488,46.70
43295.27571,22.7863,47.51
43295.27779,22.7863,47.12
43295.27987,22.7863,47.12
43295.28196,22.7237,47.00
43295.28404,22.7237,47.74
43295.28612,22.7237,47.43
43295.28821,22.7237,47.19
43295.29029,22.6612,47.26
43295.29237,22.6612,47.38
43295.29446,22.6612,47.26
43295.29654,22.6612,47.62
43295.29862,22.6612,47.42
43295.30071,22.6612,47.11
43295.30279,22.6612,47.23
43295.30487,22.5986,47.84
43295.30696,22.5986,47.34
43295.30904,22.5986,47.57
43295.31112,22.5986,47.92
43295.31321,22.5986,47.80
43295.31529,22.5986,47.92
43295.31737,22.5986,47.96
43295.31946,22.5986,48.08
43295.32154,22.5986,47.80
43295.32362,22.5986,47.34
43295.32571,22.5986,48.00
43295.32779,22.5986,47.73
43295.32987,22.5986,47.88
43295.33196,22.5986,47.80
43295.33404,22.5986,48.31
43295.33612,22.5986,48.08
43295.33821,22.6612,47.89
43295.34029,22.7237,47.86
43295.34237,22.7237,48.13
43295.34446,22.7237,48.67
43295.34654,22.7237,48.52
43295.34862,22.7237,48.01
43295.35071,22.7237,48.98
43295.35279,22.7237,48.63
43295.35487,22.7863,47.98
43295.35696,22.8488,48.10
43295.35904,22.9114,47.99
43295.36112,22.9114,49.23
43295.36321,22.9114,48.69
43295.36529,22.9114,48.73
43295.36737,22.9114,48.07
43295.36946,22.9114,48.84
43295.37154,22.8488,48.95
43295.37362,22.8488,48.64
43295.37571,22.8488,48.10
43295.37779,22.8488,48.33
43295.37987,22.8488,48.49
43295.38196,22.8488,48.41
43295.38404,22.8488,47.94
43295.38612,22.8488,48.61
43295.38821,22.8488,48.37
43295.39029,22.8488,48.33
43295.39237,22.8488,48.72
43295.39446,22.8488,48.53
43295.39654,22.8488,49.38
43295.39862,22.8488,48.49
43295.40071,22.8488,48.92
43295.40279,22.8488,48.14
43295.40487,22.8488,48.84
43295.40696,22.8488,48.80
43295.40904,22.8488,49.15
43295.41112,22.8488,49.07
43295.41321,22.8488,48.57
43295.41529,22.8488,49.61
43295.41737,22.8488,48.84
43295.41946,22.8488,48.80
43295.42154,22.8488,48.92
43295.42362,22.8488,48.53
43295.42571,22.8488,49.50
43295.42779,22.8488,48.45
43295.42987,22.9114,48.65
43295.43196,22.9114,48.77
43295.43404,22.9114,49.43
43295.43612,22.9114,49.50
43295.43821,22.9114,48.77
43295.44029,22.9114,49.35
43295.44237,22.9114,49.81
43295.44446,22.9114,49.12
43295.44654,22.9114,48.96
43295.44862,22.9739,49.55
43295.45071,22.9739,49.28
43295.45279,22.9739,48.66
43295.45487,22.9739,49.08
43295.45696,23.0364,49.71
43295.45904,23.0364,49.40
43295.46112,23.0364,48.89
43295.46321,23.0364,48.82
43295.46529,23.0364,49.28
43295.46737,23.0990,48.90
43295.46946,23.0990,49.60
43295.47154,23.0990,48.78
43295.47362,23.0990,48.82
43295.47571,23.1615,49.68
43295.47779,23.1615,49.10
43295.47987,23.1615,48.87
43295.48196,23.1615,49.25
43295.48404,23.2240,49.22
43295.48612,23.2240,49.11
43295.48821,23.2240,49.72
43295.49029,23.2240,49.26
43295.49237,23.2866,48.80
43295.49446,23.2866,48.80
43295.49654,23.2866,48.76
43295.49862,23.3491,48.69
43295.50071,23.3491,48.19
43295.50279,23.3491,49.43
43295.50487,23.4116,49.08
43295.50696,23.4116,48.97
43295.50904,23.4116,48.73
43295.51112,23.4742,49.05
43295.51321,23.4742,48.82
43295.51529,23.4742,48.70
43295.51737,23.4742,48.66
43295.51946,23.5367,48.94
43295.52154,23.5367,49.29
43295.52362,23.5992,48.60
43295.52571,23.5992,48.98
43295.52779,23.5992,48.64
43295.52987,23.5992,49.22
43295.53196,23.6618,49.03
43295.53404,23.6618,48.37
43295.53612,23.6618,48.95
43295.53821,23.7243,49.46
43295.54029,23.7243,49.11
43295.54237,23.7243,49.00
43295.54446,23.7868,48.58
43295.54654,23.7868,49.51
43295.54862,23.7868,50.01
43295.55071,23.8493,48.62
43295.55279,23.8493,48.78
43295.55487,23.8493,48.85
43295.55696,23.8493,49.24
43295.55904,23.9119,49.36
43295.56112,23.9119,48.90
43295.56321,23.9119,48.63
43295.56529,23.9744,49.10
43295.56737,23.9744,48.98
43295.56946,23.9744,49.06
43295.57154,24.0369,48.91
43295.57362,24.0369,48.79
43295.57571,24.0369,49.22
43295.57779,24.0369,48.64
43295.57987,24.0994,48.80
43295.58196,24.0994,49.26
43295.58404,24.0994,49.11
43295.58612,24.1619,49.08
43295.58821,24.1619,48.96
43295.59029,24.1619,48.57
43295.59237,24.1619,49.35
43295.59446,24.2245,48.66
43295.59654,24.2245,48.81
43295.59862,24.2245,49.04
43295.60071,24.2245,48.93
43295.60279,24.2870,48.78
43295.60487,24.2870,48.70
43295.60696,24.2870,48.89
43295.60904,24.2870,49.01
43295.61112,24.3495,49.06
43295.61321,24.3495,48.51
43295.61529,24.3495,48.86
43295.61737,24.3495,48.86
43295.61946,24.4120,48.56
43295.62154,24.4120,48.75
43295.62362,24.4120,48.17
43295.62571,24.4120,48.56
43295.62779,24.4120,49.18
43295.62987,24.4120,49.53
43295.63196,24.4120,48.17
43295.63404,24.4120,48.71
43295.63612,24.4120,49.18
43295.63821,24.4745,49.49
43295.64029,24.4745,48.80
43295.64237,24.4745,48.99
43295.64446,24.4745,48.76
43295.64654,24.4745,48.99
43295.64862,24.4745,48.68
43295.65071,24.4745,48.80
43295.65279,24.4745,48.76
43295.65487,24.4745,48.80
43295.65696,24.4745,48.72
43295.65904,24.4745,49.42
43295.66112,24.4745,48.60
43295.66321,24.4745,49.11
43295.66529,24.4745,48.99
43295.66737,24.4745,49.34
43295.66946,24.4745,48.87
43295.67154,24.4745,49.07
43295.67362,24.4745,49.18
43295.67571,24.4745,48.68
43295.67779,24.4745,48.76
43295.67987,24.4745,48.72
43295.68196,24.4745,48.52
43295.68404,24.4745,48.99
43295.68612,24.4745,48.87
43295.68821,24.4745,49.26
43295.69029,24.4745,49.03
43295.69237,24.4745,48.91
43295.69446,24.4745,48.87
43295.69654,24.4745,49.34
43295.69862,24.4745,49.49
43295.70071,24.4120,49.68
43295.70279,24.4745,49.34
43295.70487,24.4745,49.84
43295.70696,24.4745,48.76
43295.70904,24.4745,49.65
43295.71112,24.4745,49.30
43295.71321,24.4745,49.26
43295.71529,24.4745,49.38
43295.71737,24.4745,49.30
43295.71946,24.4745,49.07
43295.72154,24.4745,48.72
43295.72362,24.4745,49.69
43295.72571,24.4745,49.30
43295.72779,24.4745,50.07
43295.72987,24.4745,49.80
43295.73196,24.4745,49.26
43295.73404,24.4745,49.65
43295.73612,24.4745,49.53
43295.73821,24.4745,49.11
43295.74029,24.4745,49.73
43295.74237,24.4745,49.49
43295.74446,24.4745,49.03
43295.74654,24.4745,48.76
43295.74862,24.4745,49.45
43295.75071,24.4745,49.61
43295.75279,24.4745,49.22
43295.75487,24.4745,49.69
43295.75696,24.4745,49.49
43295.75904,24.4745,49.26
43295.76112,24.4745,49.07
43295.76321,24.4745,49.30
43295.76529,24.4745,50.00
43295.76737,24.4745,49.53
43295.76946,24.4745,49.26
43295.77154,24.4745,49.45
43295.77362,24.4745,49.49
43295.77571,24.4745,50.07
43295.77779,24.5370,49.31
43295.77987,24.4745,49.88
43295.78196,24.5370,49.85
43295.78404,24.4745,49.69
43295.78612,24.5370,48.96
43295.78821,24.5370,49.65
43295.79029,24.5370,49.62
43295.79237,24.5370,49.58
43295.79446,24.5370,49.77
43295.79654,24.5370,50.08
43295.79862,24.5370,49.73
43295.80071,24.5370,50.08
43295.80279,24.5370,49.54
43295.80487,24.5370,50.12
43295.80696,24.5370,49.54
43295.80904,24.5370,50.19
43295.81112,24.5370,49.77
43295.81321,24.5370,48.96
43295.81529,24.5370,49.77
43295.81737,24.5370,49.58
43295.81946,24.5370,49.65
43295.82154,24.5370,49.92
43295.82362,24.5370,49.54
43295.82571,24.5370,50.00
43295.82779,24.5370,49.81
43295.82987,24.5370,49.69
43295.83196,24.5370,49.54
43295.83404,24.5370,49.65
43295.83612,24.5370,49.96
43295.83821,24.5370,50.19
43295.84029,24.5370,49.96
43295.84237,24.5370,50.00
43295.84446,24.5370,49.89
43295.84654,24.5370,48.84
43295.84862,24.5370,50.16
43295.85071,24.5370,49.96
43295.85279,24.5370,50.16
43295.85487,24.5370,50.23
43295.85696,24.5370,50.39
43295.85904,24.5370,50.23
43295.86112,24.5370,50.04
43295.86321,24.5370,50.35
43295.86529,24.5370,50.23
43295.86737,24.5370,49.81
43295.86946,24.5370,50.04
43295.87154,24.5370,49.54
43295.87362,24.5370,50.16
43295.87571,24.5370,49.11
43295.87779,24.5370,50.04
43295.87987,24.4745,49.96
43295.88196,24.4745,49.30
43295.88404,24.4745,50.07
43295.88612,24.4745,50.15
43295.88821,24.4745,49.45
43295.89029,24.4745,49.73
43295.89237,24.4745,49.96
43295.89446,24.4745,49.49
43295.89654,24.4745,49.69
43295.89862,24.4745,49.73
43295.90071,24.4745,49.26
43295.90279,24.4745,49.38
43295.90487,24.4745,49.38
43295.90696,24.4745,49.22
43295.90904,24.4120,49.33
43295.91112,24.4120,49.06
43295.91321,24.4120,48.91
43295.91529,24.4120,49.49
43295.91737,24.4120,48.71
43295.91946,24.4120,49.10
43295.92154,24.4120,48.95
43295.92362,24.3495,48.95
43295.92571,24.3495,49.37
43295.92779,24.3495,48.20
43295.92987,24.3495,48.32
43295.93196,24.3495,48.82
43295.93404,24.3495,48.98
43295.93612,24.2870,48.74
43295.93821,24.2870,48.62
43295.94029,24.2870,48.35
43295.94237,24.2870,48.66
43295.94446,24.2870,48.20
43295.94654,24.2870,48.47
43295.94862,24.2245,48.62
43295.95071,24.2245,48.62
43295.95279,24.2245,48.97
43295.95487,24.2245,48.66
43295.95696,24.2245,48.11
43295.95904,24.2245,48.73
43295.96112,24.1619,48.53
43295.96321,24.1619,48.42
43295.96529,24.1619,48.65
43295.96737,24.1619,48.69
43295.96946,24.1619,48.69
43295.97154,24.1619,48.03
43295.97362,24.0994,48.68
43295.97571,24.0994,49.03
43295.97779,24.0994,48.53
43295.97987,24.0994,48.61
43295.98196,24.0994,48.61
43295.98404,24.0369,48.64
43295.98612,24.0369,48.75
43295.98821,24.0369,48.29
43295.99029,24.0369,48.02
43295.99237,24.0369,48.17
43295.99446,23.9744,47.89
43295.99654,23.9744,48.20
43295.99862,23.9744,48.75
43296.00071,23.9744,48.40
43296.00279,23.9119,48.59
43296.00487,23.9119,48.55
43296.00696,23.9119,48.63
43296.00904,23.9119,48.20
43296.01112,23.9119,48.08
43296.01321,23.9119,48.32
43296.01529,23.9119,48.47
43296.01737,23.8493,48.43
43296.01946,23.8493,48.97
43296.02154,23.8493,48.50
43296.02362,23.8493,48.81
43296.02571,23.8493,47.96
43296.02779,23.8493,47.88
43296.02987,23.8493,47.80
43296.03196,23.8493,48.19
43296.03404,23.8493,48.31
43296.03612,23.7868,48.19
43296.03821,23.7868,48.23
43296.04029,23.7868,47.76
43296.04237,23.7868,47.88
43296.04446,23.7868,47.91
43296.04654,23.7868,48.03
43296.04862,23.7868,47.29
43296.05071,23.7868,48.07
43296.05279,23.7243,48.45
43296.05487,23.7243,47.17
43296.05696,23.7243,48.18
43296.05904,23.7243,47.32
43296.06112,23.7243,47.36
43296.06321,23.6618,47.47
43296.06529,23.6618,47.24
43296.06737,23.6618,48.18
43296.06946,23.6618,47.16
43296.07154,23.5992,47.55
43296.07362,23.5992,47.51
43296.07571,23.5992,47.35
43296.07779,23.5992,47.51
43296.07987,23.5367,47.66
43296.08196,23.5367,47.50
43296.08404,23.5367,47.81
43296.08612,23.5367,47.66
43296.08821,23.4742,47.46
43296.09029,23.4742,47.53
43296.09237,23.4742,47.57
43296.09446,23.4116,47.92
43296.09654,23.4116,47.84
43296.09862,23.4116,47.65
43296.10071,23.4116,47.76
43296.10279,23.4116,48.04
43296.10487,23.3491,47.80
43296.10696,23.3491,47.56
43296.10904,23.3491,47.60
43296.11112,23.3491,47.56
43296.11321,23.3491,47.33
43296.11529,23.2866,47.63
43296.11737,23.2866,47.63
43296.11946,23.2866,48.26
43296.12154,23.2866,47.91
43296.12362,23.2240,48.25
43296.12571,23.2240,47.90
43296.12779,23.2240,48.21
43296.12987,23.2240,47.90
43296.13196,23.1615,48.44
43296.13404,23.1615,47.47
43296.13612,23.1615,48.21
43296.13821,23.1615,47.93
43296.14029,23.0990,47.97
43296.14237,23.0990,48.28
43296.14446,23.0990,47.50
43296.14654,23.0990,48.01
43296.14862,23.0364,48.31
43296.15071,23.0364,47.84
43296.15279,23.0364,48.58
43296.15487,23.0364,48.08
43296.15696,22.9739,48.27
43296.15904,22.9739,48.11
43296.16112,22.9739,48.23
43296.16321,22.9739,47.80
43296.16529,22.9739,48.11
43296.16737,22.9114,48.30
43296.16946,22.9114,48.26
43296.17154,22.9114,48.88
43296.17362,22.9114,47.99
43296.17571,22.9114,47.40
43296.17779,22.8488,48.18
43296.17987,22.8488,47.67
43296.18196,22.8488,47.52
43296.18404,22.8488,47.79
43296.18612,22.7863,47.86
43296.18821,22.7863,47.51
43296.19029,22.7863,48.17
43296.19237,22.7863,48.17
43296.19446,22.7237,47.86
43296.19654,22.7237,47.89
43296.19862,22.7237,47.78
43296.20071,22.7237,48.75
43296.20279,22.7237,48.05
43296.20487,22.6612,48.12
43296.20696,22.6612,47.54
43296.20904,22.6612,48.24
43296.21112,22.6612,48.43
43296.21321,22.5986,47.73
43296.21529,22.5986,48.12
43296.21737,22.5986,48.23
43296.21946,22.5986,48.39
43296.22154,22.5361,47.80
43296.22362,22.5361,47.72
43296.22571,22.5361,47.80
43296.22779,22.5361,48.23
43296.22987,22.5361,48.11
43296.23196,22.4736,47.87
43296.23404,22.4736,47.44
43296.23612,22.4736,48.53
43296.23821,22.4736,48.11
43296.24029,22.4736,47.05
43296.24237,22.4110,47.83
43296.24446,22.4110,48.45
43296.24654,22.4110,48.41
43296.24862,22.4110,48.53
43296.25071,22.4110,48.37
43296.25279,22.3485,48.33
43296.25487,22.3485,48.21
43296.25696,22.3485,48.64
43296.25904,22.3485,48.29
43296.26112,22.3485,48.48
43296.26321,22.2859,48.05
43296.26529,22.2859,47.78
43296.26737,22.2859,48.44
43296.26946,22.2859,48.44
43296.27154,22.2859,48.67
43296.27362,22.2859,48.67
43296.27571,22.2859,48.90
43296.27779,22.2859,48.98
43296.27987,22.2859,48.59
43296.28196,22.2859,48.94
43296.28404,22.2234,47.93
43296.28612,22.2859,48.67
43296.28821,22.2859,48.83
43296.29029,22.2234,48.83
43296.29237,22.2859,48.83
43296.29446,22.2859,48.98
43296.29654,22.2859,48.98
43296.29862,22.2859,49.41
43296.30071,22.2859,49.95
43296.30279,22.2859,49.64
43296.30487,22.2859,49.18
43296.30696,22.2859,49.37
43296.30904,22.2859,49.21
43296.31112,22.2859,49.56
43296.31321,22.2859,48.98
43296.31529,22.2859,49.76
43296.31737,22.2859,49.33
43296.31946,22.2859,49.18
43296.32154,22.2859,49.33
43296.32362,22.2859,49.14
43296.32571,22.2859,49.33
43296.32779,22.2859,49.87
43296.32987,22.2859,49.87
43296.33196,22.2859,49.64
43296.33404,22.2859,49.91
43296.33612,22.3485,49.45
43296.33821,22.3485,49.84
43296.34029,22.3485,50.11
43296.34237,22.3485,50.03
43296.34446,22.3485,49.80
43296.34654,22.4110,49.69
43296.34862,22.4110,50.19
43296.35071,22.4110,50.08
43296.35279,22.4110,49.19
43296.35487,22.4110,49.69
43296.35696,22.4110,49.84
43296.35904,22.4736,49.31
43296.36112,22.4736,49.73
43296.36321,22.4736,50.16
43296.36529,22.4736,49.00
43296.36737,22.4736,49.89
43296.36946,22.4736,50.12
43296.37154,22.4736,49.85
43296.37362,22.4736,50.24
43296.37571,22.4736,49.81
43296.37779,22.5361,49.86
43296.37987,22.5361,50.20
43296.38196,22.5361,50.20
43296.38404,22.5361,49.66
43296.38612,22.5361,50.01
43296.38821,22.5361,49.86
43296.39029,22.5361,49.86
43296.39237,22.5361,49.97
43296.39446,22.5361,49.20
43296.39654,22.5361,49.31
43296.39862,22.5986,49.51
43296.40071,22.5986,49.71
43296.40279,22.5986,49.78
43296.40487,22.5986,49.71
43296.40696,22.5986,49.90
43296.40904,22.5986,49.47
43296.41112,22.5986,50.21
43296.41321,22.6612,49.87
43296.41529,22.6612,50.41
43296.41737,22.6612,49.98
43296.41946,22.6612,49.98
43296.42154,22.6612,50.21
43296.42362,22.6612,49.60
43296.42571,22.7237,50.18
43296.42779,22.7237,50.10
43296.42987,22.7237,49.95
43296.43196,22.7237,49.87
43296.43404,22.7237,49.64
43296.43612,22.7237,49.91
43296.43821,22.7863,50.11
43296.44029,22.7863,50.11
43296.44237,22.7863,50.07
43296.44446,22.7863,50.03
43296.44654,22.8488,50.12
43296.44862,22.8488,50.08
43296.45071,22.8488,50.42
43296.45279,22.8488,50.39
43296.45487,22.9114,49.81
43296.45696,22.9114,49.00
43296.45904,22.9114,50.16
43296.46112,22.9114,50.28
43296.46321,22.9739,49.55
43296.46529,22.9739,50.40
43296.46737,22.9739,50.32
43296.46946,22.9739,49.82
43296.47154,23.0364,49.75
43296.47362,23.0364,50.67
43296.47571,23.0364,50.48
43296.47779,23.0990,50.48
43296.47987,23.0990,49.83
43296.48196,23.0990,50.21
43296.48404,23.1615,50.61
43296.48612,23.1615,50.41
43296.48821,23.1615,50.49
43296.49029,23.2240,50.07
43296.49237,23.2240,50.34
43296.49446,23.2240,50.53
43296.49654,23.2866,50.31
43296.49862,23.2866,49.65
43296.50071,23.2866,50.35
43296.50279,23.3491,49.77
43296.50487,23.3491,50.24
43296.50696,23.3491,50.01
43296.50904,23.4116,50.20
43296.51112,23.4116,50.01
43296.51321,23.4742,50.09
43296.51529,23.4742,49.94
43296.51737,23.4742,50.36
43296.51946,23.5367,50.18
43296.52154,23.5367,50.10
43296.52362,23.5367,49.71
43296.52571,23.5367,50.10
43296.52779,23.5992,49.80
43296.52987,23.5992,49.80
43296.53196,23.6618,49.92
43296.53404,23.6618,49.96
43296.53612,23.6618,50.57
43296.53821,23.7243,50.54
43296.54029,23.7243,50.04
43296.54237,23.7868,49.31
43296.54446,23.7868,49.82
43296.54654,23.7868,49.82
43296.54862,23.8493,50.28
43296.55071,23.8493,49.86
43296.55279,23.9119,50.29
43296.55487,23.9119,49.79
43296.55696,23.9119,49.48
43296.55904,23.9119,49.71
43296.56112,23.9744,50.22
43296.56321,23.9744,49.99
43296.56529,23.9744,49.79
43296.56737,24.0369,50.11
43296.56946,24.0369,50.03
43296.57154,24.0369,49.14
43296.57362,24.0994,49.57
43296.57571,24.0994,49.92
43296.57779,24.0994,49.46
43296.57987,24.1619,50.04
43296.58196,24.1619,49.81
43296.58404,24.1619,50.00
43296.58612,24.2245,49.31
43296.58821,24.2245,49.62
43296.59029,24.2245,49.43
43296.59237,24.2245,49.66
